ref_id; pt1x; pt1y; query_id; pt2x; pt2y
2020_PS165_P1_c_CR.tif;157;456;2020_PS165_P1_d_EH.TIF;240;44
2020_PS165_P1_c_CR.tif;176;215;2020_PS165_P1_d_EH.TIF;183;323
2020_PS165_P1_c_CR.tif;282;186;2020_PS165_P1_d_EH.TIF;116;392
2020_PS165_P1_c_CR.tif;82;245;2020_PS165_P1_d_EH.TIF;75;369
2020_PS165_P1_c_CR.tif;76;144;2020_PS165_P1_d_EH.TIF;190;468
2020_PS165_P1_c_CR.tif;60;379;2020_PS165_P1_d_EH.TIF;39;258
2020_PS165_P1_c_CR.tif;119;115;2020_PS165_P1_d_EH.TIF;110;100
2020_PS165_P1_c_CR.tif;120;388;2020_PS165_P1_d_EH.TIF;155;227
2020_PS165_P1_c_CR.tif;134;182;2020_PS165_P1_d_EH.TIF;142;379
2020_PS165_P1_c_CR.tif;190;334;2020_PS165_P1_d_EH.TIF;110;360
2020_PS165_P1_c_CR.tif;238;330;2020_PS165_P1_d_EH.TIF;116;379
2020_PS165_P1_c_CR.tif;116;337;2020_PS165_P1_d_EH.TIF;66;322
2020_PS165_P1_c_CR.tif;251;285;2020_PS165_P1_d_EH.TIF;176;56
2020_PS165_P1_c_CR.tif;217;108;2020_PS165_P1_d_EH.TIF;277;247
2020_PS165_P1_c_CR.tif;57;305;2020_PS165_P1_d_EH.TIF;75;369
2020_PS165_P1_c_CR.tif;246;418;2020_PS165_P1_d_EH.TIF;218;448
2020_PS165_P1_c_CR.tif;246;418;2020_PS165_P1_d_EH.TIF;218;448
2020_PS165_P1_c_CR.tif;155;445;2020_PS165_P1_d_EH.TIF;152;76
2020_PS165_P1_c_CR.tif;145;341;2020_PS165_P1_d_EH.TIF;303;352
2020_PS165_P1_c_CR.tif;77;251;2020_PS165_P1_d_EH.TIF;164;379
2020_PS165_P1_c_CR.tif;111;166;2020_PS165_P1_d_EH.TIF;196;43
2020_PS165_P1_c_CR.tif;132;331;2020_PS165_P1_d_EH.TIF;283;388
2020_PS165_P1_c_CR.tif;253;309;2020_PS165_P1_d_EH.TIF;71;340
2020_PS165_P1_c_CR.tif;95;119;2020_PS165_P1_d_EH.TIF;176;78
2020_PS165_P1_c_CR.tif;92;257;2020_PS165_P1_d_EH.TIF;51;259
2020_PS165_P1_c_CR.tif;220;383;2020_PS165_P1_d_EH.TIF;249;370
2020_PS165_P1_c_CR.tif;121;328;2020_PS165_P1_d_EH.TIF;283;388
ref_id; pt1x; pt1y; query_id; pt2x; pt2y
2020_PS162_P4_b_CR.tif;235;77;2020_PS162_P4_c_EH.TIF;247;86
2020_PS162_P4_b_CR.tif;352;348;2020_PS162_P4_c_EH.TIF;274;78
2020_PS162_P4_b_CR.tif;67;235;2020_PS162_P4_c_EH.TIF;266;100
2020_PS162_P4_b_CR.tif;213;100;2020_PS162_P4_c_EH.TIF;107;268
2020_PS162_P4_b_CR.tif;255;329;2020_PS162_P4_c_EH.TIF;306;264
2020_PS162_P4_b_CR.tif;269;144;2020_PS162_P4_c_EH.TIF;140;226
2020_PS162_P4_b_CR.tif;269;144;2020_PS162_P4_c_EH.TIF;140;226
2020_PS162_P4_b_CR.tif;274;192;2020_PS162_P4_c_EH.TIF;128;259
2020_PS162_P4_b_CR.tif;179;184;2020_PS162_P4_c_EH.TIF;288;207
2020_PS162_P4_b_CR.tif;256;95;2020_PS162_P4_c_EH.TIF;330;332
